packet_number,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
85,S1G Beacon,61,34,0,920,3,1,,,,,,,0,1
86,S1G Beacon,132,34,0,920,3,1,,,,,,,0,1
87,S1G Beacon,61,34,0,920,3,1,,,,,,,0,1
88,S1G Beacon,61,34,-30,920,3,1,,,,,,,0,1
89,S1G Beacon,132,34,0,920,3,1,,,,,,,0,1
90,S1G Beacon,61,34,0,920,3,1,,,,,,,0,1
91,S1G Beacon,132,34,0,920,3,1,,,,,,,0,1
92,S1G Beacon,61,34,0,920,3,1,,,,,,,0,1
93,S1G Beacon,61,34,0,920,3,1,,,,,,,0,1
94,S1G Beacon,132,34,0,920,3,1,,,,,,,0,1
95,S1G Beacon,61,34,0,920,3,1,,,,,,,0,1
96,S1G Beacon,129,34,-32,920,3,1,,,,,,,0,1
97,S1G Beacon,132,34,0,920,3,1,,,,,,,0,1
98,S1G Beacon,61,34,0,920,3,1,,,,,,,0,1
100,S1G Beacon,132,34,0,920,3,1,,,,,,,0,1
101,S1G Beacon,61,34,0,920,3,1,,,,,,,0,1
102,S1G Beacon,132,34,0,920,3,1,,,,,,,0,1
103,S1G Beacon,61,34,0,920,3,1,,,,,,,0,1
104,S1G Beacon,61,34,0,920,3,1,,,,,,,0,1
105,S1G Beacon,61,34,-29,920,3,1,,,,,,,0,1
106,S1G Beacon,132,34,0,920,3,1,,,,,,,0,1
107,S1G Beacon,61,34,0,920,3,1,,,,,,,0,1
109,S1G Beacon,132,34,0,920,3,1,,,,,,,0,1
110,S1G Beacon,61,34,0,920,3,1,,,,,,,0,1
111,S1G Beacon,132,34,0,920,3,1,,,,,,,0,1
112,S1G Beacon,61,34,0,920,3,1,,,,,,,0,1
113,S1G Beacon,132,34,0,920,3,1,,,,,,,0,1
114,S1G Beacon,61,34,0,920,3,1,,,,,,,0,1
115,S1G Beacon,132,34,0,920,3,1,,,,,,,0,1
116,S1G Beacon,61,34,0,920,3,1,,,,,,,0,1
117,S1G Beacon,132,34,0,920,3,1,,,,,,,0,1
118,S1G Beacon,61,34,0,920,3,1,,,,,,,0,1
119,S1G Beacon,132,34,0,920,3,1,,,,,,,0,1
120,S1G Beacon,61,34,0,920,3,1,,,,,,,0,1
121,S1G Beacon,132,34,0,920,3,1,,,,,,,0,1
122,S1G Beacon,61,34,0,920,3,1,,,,,,,0,1
123,S1G Beacon,61,34,-30,920,3,1,,,,,,,0,1
124,S1G Beacon,132,34,0,920,3,1,,,,,,,0,1
125,S1G Beacon,61,34,0,920,3,1,,,,,,,0,1
126,Authentication,166,34,-64,920,0,11,0,0,0,0,0,0,0,0
127,Authentication,166,34,-66,920,0,11,0,0,0,0,0,0,0,0
128,Authentication,166,34,-65,920,0,11,0,0,0,0,0,0,0,0
129,S1G Beacon,132,34,0,920,3,1,,,,,,,0,1
130,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
131,Authentication,166,34,-64,920,0,11,0,0,0,0,0,0,0,0
132,Authentication,166,34,-65,920,0,11,0,0,0,0,0,0,0,0
133,Authentication,166,34,-66,920,0,11,0,0,0,0,0,0,0,0
134,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
135,Authentication,166,34,-29,920,0,11,0,0,0,0,0,0,720,0
136,Authentication,166,34,-30,920,0,11,0,0,1,0,0,0,720,0
137,Authentication,166,34,-30,920,0,11,0,0,1,0,0,0,720,0
138,Authentication,166,34,-30,920,0,11,0,0,1,0,0,0,720,0
139,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
140,S1G Beacon,61,34,0,920,3,1,,,,,,,0,1
141,Authentication,166,34,-64,920,0,11,0,0,0,0,0,0,0,0
142,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
143,Authentication,166,34,-64,920,0,11,0,0,0,0,0,0,0,0
144,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
145,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
146,Authentication,166,34,-64,920,0,11,0,0,0,0,0,0,0,0
147,Authentication,166,34,-64,920,0,11,0,0,0,0,0,0,0,0
148,S1G Beacon,132,34,0,920,3,1,,,,,,,0,1
149,Authentication,166,34,-65,920,0,11,0,0,0,0,0,0,0,0
150,Authentication,166,34,-64,920,0,11,0,0,0,0,0,0,0,0
151,Authentication,166,34,-29,920,0,11,0,0,0,0,0,0,720,0
152,Authentication,166,34,-30,920,0,11,0,0,1,0,0,0,720,0
153,Authentication,166,34,-29,920,0,11,0,0,1,0,0,0,720,0
154,Authentication,166,34,-30,920,0,11,0,0,1,0,0,0,720,0
155,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
156,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
157,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
158,S1G Beacon,61,34,0,920,3,1,,,,,,,0,1
159,Authentication,166,34,-64,920,0,11,0,0,0,0,0,0,0,0
160,Authentication,166,34,-64,920,0,11,0,0,0,0,0,0,0,0
161,Authentication,166,34,-64,920,0,11,0,0,0,0,0,0,0,0
162,Authentication,166,34,-65,920,0,11,0,0,0,0,0,0,0,0
163,Authentication,166,34,-64,920,0,11,0,0,0,0,0,0,0,0
164,Authentication,166,34,-26,920,0,11,0,0,0,0,0,0,720,0
165,Authentication,166,34,-27,920,0,11,0,0,1,0,0,0,720,0
166,Authentication,166,34,-28,920,0,11,0,0,1,0,0,0,720,0
167,Authentication,166,34,-30,920,0,11,0,0,1,0,0,0,720,0
168,Authentication,166,34,-62,920,0,11,0,0,0,0,0,0,0,0
169,S1G Beacon,132,34,0,920,3,1,,,,,,,0,1
170,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
171,Authentication,166,34,-64,920,0,11,0,0,0,0,0,0,0,0
172,Authentication,166,34,-64,920,0,11,0,0,0,0,0,0,0,0
173,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
174,Authentication,166,34,-64,920,0,11,0,0,0,0,0,0,0,0
175,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
176,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
177,Authentication,166,34,-66,920,0,11,0,0,0,0,0,0,0,0
178,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
179,S1G Beacon,61,34,0,920,3,1,,,,,,,0,1
180,Authentication,166,34,-29,920,0,11,0,0,0,0,0,0,720,0
181,Authentication,166,34,-30,920,0,11,0,0,1,0,0,0,720,0
182,Authentication,166,34,-62,920,0,11,0,0,0,0,0,0,0,0
183,Authentication,166,34,-30,920,0,11,0,0,1,0,0,0,720,0
184,Authentication,166,34,-30,920,0,11,0,0,1,0,0,0,720,0
185,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
186,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
187,S1G Beacon,129,34,-28,920,3,1,,,,,,,0,1
188,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
189,Authentication,166,34,-65,920,0,11,0,0,0,0,0,0,0,0
190,S1G Beacon,132,34,0,920,3,1,,,,,,,0,1
191,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
192,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
193,Authentication,166,34,-65,920,0,11,0,0,0,0,0,0,0,0
194,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
195,Authentication,166,34,-65,920,0,11,0,0,0,0,0,0,0,0
196,Authentication,166,34,-66,920,0,11,0,0,0,0,0,0,0,0
197,Authentication,166,34,-64,920,0,11,0,0,0,0,0,0,0,0
198,S1G Beacon,61,34,0,920,3,1,,,,,,,0,1
199,Authentication,166,34,-64,920,0,11,0,0,0,0,0,0,0,0
200,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
201,Authentication,166,34,-62,920,0,11,0,0,0,0,0,0,0,0
202,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
203,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
204,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
205,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
206,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
207,Authentication,166,34,-29,920,0,11,0,0,0,0,0,0,720,0
208,Authentication,166,34,-30,920,0,11,0,0,1,0,0,0,720,0
209,Authentication,166,34,-62,920,0,11,0,0,0,0,0,0,0,0
210,S1G Beacon,132,34,0,920,3,1,,,,,,,0,1
211,Authentication,166,34,-62,920,0,11,0,0,0,0,0,0,0,0
212,Authentication,166,34,-28,920,0,11,0,0,1,0,0,0,720,0
213,Authentication,166,34,-28,920,0,11,0,0,1,0,0,0,720,0
214,Authentication,166,34,-62,920,0,11,0,0,0,0,0,0,0,0
215,Authentication,166,34,-64,920,0,11,0,0,0,0,0,0,0,0
216,Authentication,166,34,-64,920,0,11,0,0,0,0,0,0,0,0
217,Authentication,166,34,-64,920,0,11,0,0,0,0,0,0,0,0
218,Authentication,105,34,-30,920,0,11,0,0,0,0,0,0,720,0
219,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
220,Authentication,105,34,-30,920,0,11,0,0,1,0,0,0,720,0
221,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
222,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
223,Authentication,105,34,-28,920,0,11,0,0,0,0,0,0,720,0
224,S1G Beacon,61,34,0,920,3,1,,,,,,,0,1
225,Authentication,105,34,-27,920,0,11,0,0,1,0,0,0,720,0
226,Authentication,105,34,-28,920,0,11,0,0,0,0,0,0,720,0
227,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
228,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
229,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
230,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
231,Authentication,105,34,-29,920,0,11,0,0,0,0,0,0,720,0
232,Authentication,105,34,-30,920,0,11,0,0,1,0,0,0,720,0
233,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
234,Authentication,166,34,-64,920,0,11,0,0,0,0,0,0,0,0
235,Authentication,105,34,-30,920,0,11,0,0,1,0,0,0,720,0
236,Authentication,166,34,-64,920,0,11,0,0,0,0,0,0,0,0
237,Authentication,105,34,-29,920,0,11,0,0,0,0,0,0,720,0
238,Authentication,105,34,-27,920,0,11,0,0,1,0,0,0,720,0
239,Authentication,105,34,-30,920,0,11,0,0,1,0,0,0,720,0
240,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
241,Authentication,105,34,-30,920,0,11,0,0,0,0,0,0,720,0
242,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
243,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
244,Authentication,105,34,-30,920,0,11,0,0,1,0,0,0,720,0
245,Authentication,166,34,-66,920,0,11,0,0,0,0,0,0,0,0
246,Authentication,105,34,-28,920,0,11,0,0,0,0,0,0,720,0
247,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
248,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
249,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
250,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
251,Authentication,105,34,-28,920,0,11,0,0,0,0,0,0,720,0
252,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
253,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
254,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
255,Authentication,105,34,-29,920,0,11,0,0,0,0,0,0,720,0
256,Authentication,105,34,-30,920,0,11,0,0,1,0,0,0,720,0
257,Authentication,105,34,-30,920,0,11,0,0,1,0,0,0,720,0
258,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
259,Authentication,105,34,-29,920,0,11,0,0,0,0,0,0,720,0
260,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
261,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
262,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
263,Authentication,105,34,-29,920,0,11,0,0,0,0,0,0,720,0
264,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
265,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
266,Authentication,105,34,-31,920,0,11,0,0,0,0,0,0,720,0
267,S1G Beacon,61,34,0,920,3,1,,,,,,,0,1
268,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
269,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
270,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
271,Authentication,105,34,-29,920,0,11,0,0,0,0,0,0,720,0
272,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
273,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
274,Authentication,105,34,-30,920,0,11,0,0,1,0,0,0,720,0
275,Authentication,105,34,-29,920,0,11,0,0,0,0,0,0,720,0
276,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
277,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
278,Authentication,105,34,-30,920,0,11,0,0,1,0,0,0,720,0
279,Authentication,105,34,-27,920,0,11,0,0,1,0,0,0,720,0
280,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
281,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
282,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
283,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
284,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
285,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
286,Authentication,105,34,-27,920,0,11,0,0,0,0,0,0,720,0
287,Authentication,166,34,-62,920,0,11,0,0,0,0,0,0,0,0
288,Authentication,105,34,-30,920,0,11,0,0,1,0,0,0,720,0
289,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
290,S1G Beacon,132,34,0,920,3,1,,,,,,,0,1
291,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
292,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
293,Authentication,105,34,-31,920,0,11,0,0,0,0,0,0,720,0
294,Authentication,166,34,-64,920,0,11,0,0,0,0,0,0,0,0
295,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
296,Authentication,105,34,-30,920,0,11,0,0,1,0,0,0,720,0
297,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
298,Authentication,105,34,-29,920,0,11,0,0,0,0,0,0,720,0
299,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
300,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
301,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
302,Authentication,105,34,-28,920,0,11,0,0,0,0,0,0,720,0
303,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
304,Authentication,105,34,-30,920,0,11,0,0,1,0,0,0,720,0
305,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
306,Authentication,105,34,-29,920,0,11,0,0,0,0,0,0,720,0
307,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
308,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
309,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
310,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
311,Authentication,105,34,-29,920,0,11,0,0,0,0,0,0,720,0
312,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
313,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
314,S1G Beacon,61,34,0,920,3,1,,,,,,,0,1
315,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
316,Authentication,105,34,-30,920,0,11,0,0,0,0,0,0,720,0
317,Authentication,105,34,-30,920,0,11,0,0,1,0,0,0,720,0
318,Authentication,105,34,-30,920,0,11,0,0,1,0,0,0,720,0
319,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
320,Authentication,105,34,-29,920,0,11,0,0,0,0,0,0,720,0
321,Authentication,105,34,-30,920,0,11,0,0,1,0,0,0,720,0
322,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
323,Authentication,166,34,-62,920,0,11,0,0,0,0,0,0,0,0
324,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
325,Authentication,105,34,-30,920,0,11,0,0,0,0,0,0,720,0
326,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
327,S1G Beacon,61,34,-29,920,3,1,,,,,,,0,1
328,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
329,Authentication,105,34,-28,920,0,11,0,0,0,0,0,0,720,0
330,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
331,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
332,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
333,Authentication,105,34,-28,920,0,11,0,0,0,0,0,0,720,0
334,Authentication,166,34,-64,920,0,11,0,0,0,0,0,0,0,0
335,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
336,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
337,Authentication,105,34,-30,920,0,11,0,0,1,0,0,0,720,0
338,S1G Beacon,132,34,0,920,3,1,,,,,,,0,1
339,Authentication,105,34,-28,920,0,11,0,0,0,0,0,0,720,0
340,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
341,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
342,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
343,Authentication,105,34,-28,920,0,11,0,0,0,0,0,0,720,0
344,Authentication,105,34,-30,920,0,11,0,0,1,0,0,0,720,0
345,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
346,Authentication,105,34,-30,920,0,11,0,0,1,0,0,0,720,0
347,Authentication,105,34,-30,920,0,11,0,0,0,0,0,0,720,0
348,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
349,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
350,Authentication,105,34,-27,920,0,11,0,0,1,0,0,0,720,0
351,Authentication,105,34,-29,920,0,11,0,0,0,0,0,0,720,0
352,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
353,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
354,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
355,Authentication,105,34,-30,920,0,11,0,0,0,0,0,0,720,0
356,Authentication,105,34,-30,920,0,11,0,0,1,0,0,0,720,0
357,Authentication,105,34,-25,920,0,11,0,0,1,0,0,0,720,0
358,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
359,S1G Beacon,61,34,0,920,3,1,,,,,,,0,1
360,Authentication,105,34,-29,920,0,11,0,0,0,0,0,0,720,0
361,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
362,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
363,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
364,Authentication,105,34,-29,920,0,11,0,0,0,0,0,0,720,0
365,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
366,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
367,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
368,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
369,Authentication,105,34,-28,920,0,11,0,0,0,0,0,0,720,0
370,Authentication,166,34,-64,920,0,11,0,0,0,0,0,0,0,0
371,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
372,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
373,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
374,Authentication,105,34,-28,920,0,11,0,0,0,0,0,0,720,0
375,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
376,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
377,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
378,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
379,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
380,Authentication,105,34,-28,920,0,11,0,0,0,0,0,0,720,0
381,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
382,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
383,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
384,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
385,Authentication,105,34,-28,920,0,11,0,0,0,0,0,0,720,0
386,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
387,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
388,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
389,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
390,Authentication,166,34,-62,920,0,11,0,0,0,0,0,0,0,0
391,Authentication,105,34,-28,920,0,11,0,0,0,0,0,0,720,0
392,Authentication,105,34,-29,920,0,11,0,0,1,0,0,0,720,0
393,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
394,Authentication,105,34,-30,920,0,11,0,0,1,0,0,0,720,0
395,Authentication,105,34,-31,920,0,11,0,0,1,0,0,0,720,0
396,Authentication,105,34,-29,920,0,11,0,0,0,0,0,0,720,0
397,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
398,Authentication,105,34,-31,920,0,11,0,0,0,0,0,0,720,0
399,Authentication,166,34,-63,920,0,11,0,0,0,0,0,0,0,0
400,Authentication,105,34,-30,920,0,11,0,0,1,0,0,0,720,0
401,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
402,Authentication,166,34,-62,920,0,11,0,0,0,0,0,0,0,0
403,Authentication,105,34,-28,920,0,11,0,0,1,0,0,0,720,0
404,Authentication,166,34,-65,920,0,11,0,0,0,0,0,0,0,0
