packet_number,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
91,QoS Data,112,34,-53,920,2,8,1,0,0,0,0,0,720,0
93,QoS Data,112,34,-75,920,2,8,0,0,0,0,0,0,720,0
98,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
99,S1G Beacon,61,34,-80,920,3,1,,,,,,,0,0
101,S1G Beacon,61,34,-77,920,3,1,,,,,,,0,0
102,S1G Beacon,129,34,-80,920,3,1,,,,,,,0,0
103,QoS Data,134,34,-57,920,2,8,1,0,0,0,0,0,720,0
106,QoS Data,115,34,-52,920,2,8,1,0,0,0,0,0,720,0
109,QoS Data,112,34,-59,920,2,8,1,0,0,0,0,0,720,0
112,S1G Beacon,129,34,-81,920,3,1,,,,,,,0,0
113,S1G Beacon,61,34,-81,920,3,1,,,,,,,0,0
114,S1G Beacon,129,34,-81,920,3,1,,,,,,,0,0
115,S1G Beacon,61,34,-81,920,3,1,,,,,,,0,0
116,S1G Beacon,129,34,-76,920,3,1,,,,,,,0,0
117,QoS Data,132,34,-58,920,2,8,1,0,0,0,0,0,720,0
120,QoS Data,115,34,-48,920,2,8,1,0,0,0,0,0,720,0
123,QoS Data,112,34,-57,920,2,8,1,0,0,0,0,0,720,0
126,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
127,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
128,S1G Beacon,61,34,-76,920,3,1,,,,,,,0,0
130,S1G Beacon,129,34,-76,920,3,1,,,,,,,0,0
131,S1G Beacon,61,34,-77,920,3,1,,,,,,,0,0
133,S1G Beacon,129,34,-80,920,3,1,,,,,,,0,0
138,QoS Data,134,34,-61,920,2,8,1,0,0,0,0,0,720,0
144,QoS Data,112,34,-60,920,2,8,1,0,0,0,0,0,720,0
147,S1G Beacon,61,34,-78,920,3,1,,,,,,,0,0
155,S1G Beacon,61,34,-77,920,3,1,,,,,,,0,0
156,S1G Beacon,129,34,-76,920,3,1,,,,,,,0,0
158,S1G Beacon,61,34,-78,920,3,1,,,,,,,0,0
161,S1G Beacon,129,34,-77,920,3,1,,,,,,,0,0
162,QoS Data,132,34,-60,920,2,8,1,0,0,0,0,0,720,0
165,QoS Data,115,34,-52,920,2,8,1,0,0,0,0,0,720,0
167,QoS Data,115,34,-50,920,2,8,1,0,1,0,0,0,720,0
170,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
171,QoS Data,112,34,-61,920,2,8,1,0,0,0,0,0,720,0
174,S1G Beacon,129,34,-81,920,3,1,,,,,,,0,0
176,S1G Beacon,61,34,-78,920,3,1,,,,,,,0,0
177,S1G Beacon,129,34,-79,920,3,1,,,,,,,0,0
178,S1G Beacon,61,34,-80,920,3,1,,,,,,,0,0
179,S1G Beacon,129,34,-78,920,3,1,,,,,,,0,0
180,QoS Data,134,34,-68,920,2,8,1,0,0,0,0,0,720,0
182,QoS Data,115,34,-54,920,2,8,1,0,0,0,0,0,720,0
185,S1G Beacon,61,34,-77,920,3,1,,,,,,,0,0
186,QoS Data,112,34,-69,920,2,8,1,0,0,0,0,0,720,0
190,S1G Beacon,129,34,-82,920,3,1,,,,,,,0,0
191,S1G Beacon,61,34,-80,920,3,1,,,,,,,0,0
193,S1G Beacon,129,34,-78,920,3,1,,,,,,,0,0
194,S1G Beacon,61,34,-80,920,3,1,,,,,,,0,0
195,S1G Beacon,129,34,-79,920,3,1,,,,,,,0,0
196,S1G Beacon,61,34,-81,920,3,1,,,,,,,0,0
197,QoS Data,132,34,-64,920,2,8,1,0,0,0,0,0,720,0
200,QoS Data,115,34,-53,920,2,8,1,0,0,0,0,0,720,0
202,QoS Data,115,34,-51,920,2,8,1,0,1,0,0,0,720,0
206,QoS Data,112,34,-65,920,2,8,1,0,0,0,0,0,720,0
210,S1G Beacon,61,34,-78,920,3,1,,,,,,,0,0
211,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
212,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
214,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
215,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
216,QoS Data,134,34,-54,920,2,8,1,0,0,0,0,0,720,0
219,QoS Data,115,34,-51,920,2,8,1,0,0,0,0,0,720,0
222,QoS Data,112,34,-55,920,2,8,1,0,0,0,0,0,720,0
229,S1G Beacon,129,34,-76,920,3,1,,,,,,,0,0
238,S1G Beacon,61,34,-78,920,3,1,,,,,,,0,0
241,S1G Beacon,129,34,-77,920,3,1,,,,,,,0,0
243,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
244,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
246,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
247,QoS Data,133,34,-62,920,2,8,1,0,0,0,0,0,720,0
250,QoS Data,115,34,-49,920,2,8,1,0,0,0,0,0,720,0
252,QoS Data,115,34,-48,920,2,8,1,0,1,0,0,0,720,0
255,QoS Data,112,34,-59,920,2,8,1,0,0,0,0,0,720,0
258,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
260,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
261,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
263,S1G Beacon,61,34,-76,920,3,1,,,,,,,0,0
264,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
265,S1G Beacon,61,34,-77,920,3,1,,,,,,,0,0
266,QoS Data,132,34,-59,920,2,8,1,0,0,0,0,0,720,0
269,QoS Data,115,34,-53,920,2,8,1,0,0,0,0,0,720,0
272,QoS Data,112,34,-58,920,2,8,1,0,0,0,0,0,720,0
275,S1G Beacon,129,34,-77,920,3,1,,,,,,,0,0
277,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
278,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
280,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
282,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
284,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
285,QoS Data,132,34,-66,920,2,8,1,0,0,0,0,0,720,0
288,QoS Data,115,34,-51,920,2,8,1,0,0,0,0,0,720,0
291,QoS Data,112,34,-65,920,2,8,1,0,0,0,0,0,720,0
294,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
296,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
298,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
300,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
301,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
302,S1G Beacon,61,34,-79,920,3,1,,,,,,,0,0
304,QoS Data,133,34,-61,920,2,8,1,0,0,0,0,0,720,0
307,QoS Data,115,34,-51,920,2,8,1,0,0,0,0,0,720,0
309,QoS Data,115,34,-52,920,2,8,1,0,1,0,0,0,720,0
313,S1G Beacon,129,34,-79,920,3,1,,,,,,,0,0
314,QoS Data,112,34,-66,920,2,8,1,0,0,0,0,0,720,0
317,S1G Beacon,61,34,-76,920,3,1,,,,,,,0,0
326,S1G Beacon,129,34,-76,920,3,1,,,,,,,0,0
334,S1G Beacon,61,34,-77,920,3,1,,,,,,,0,0
335,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
336,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
338,QoS Data,132,34,-59,920,2,8,1,0,0,0,0,0,720,0
341,QoS Data,115,34,-49,920,2,8,1,0,0,0,0,0,720,0
342,QoS Data,115,34,-48,920,2,8,1,0,1,0,0,0,720,0
345,RTS,54,34,-48,920,1,11,,,,0,0,0,2524,0
346,RTS,54,34,-48,920,1,11,,,,0,0,0,2524,0
348,QoS Data,115,34,-48,920,2,8,1,0,1,0,0,0,720,0
350,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
351,QoS Data,112,34,-58,920,2,8,1,0,0,0,0,0,720,0
353,QoS Data,112,34,-71,920,2,8,0,0,0,0,0,0,720,0
354,QoS Data,112,34,-72,920,2,8,0,0,1,0,0,0,720,0
359,S1G Beacon,61,34,-70,920,3,1,,,,,,,0,0
361,S1G Beacon,129,34,-70,920,3,1,,,,,,,0,0
363,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
364,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
367,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
368,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
369,QoS Data,134,34,-60,920,2,8,1,0,0,0,0,0,720,0
371,QoS Data,134,34,-72,920,2,8,0,0,0,0,0,0,720,0
372,QoS Data,134,34,-72,920,2,8,0,0,1,0,0,0,720,0
374,QoS Data,115,34,-51,920,2,8,1,0,0,0,0,0,720,0
376,QoS Data,115,34,-51,920,2,8,1,0,1,0,0,0,720,0
379,QoS Data,112,34,-63,920,2,8,1,0,0,0,0,0,720,0
382,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
384,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
385,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
386,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
387,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
389,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
390,QoS Data,133,34,-63,920,2,8,1,0,0,0,0,0,720,0
392,QoS Data,133,34,-72,920,2,8,0,0,0,0,0,0,720,0
394,QoS Data,115,34,-52,920,2,8,1,0,0,0,0,0,720,0
397,QoS Data,115,34,-51,920,2,8,1,0,1,0,0,0,720,0
399,RTS,54,34,-48,920,1,11,,,,0,0,0,2524,0
401,QoS Data,115,34,-50,920,2,8,1,0,1,0,0,0,720,0
403,RTS,54,34,-49,920,1,11,,,,0,0,0,2524,0
404,RTS,54,34,-48,920,1,11,,,,0,0,0,2524,0
406,QoS Data,115,34,-51,920,2,8,1,0,1,0,0,0,720,0
408,QoS Data,112,34,-63,920,2,8,1,0,0,0,0,0,720,0
410,QoS Data,112,34,-73,920,2,8,0,0,0,0,0,0,720,0
412,S1G Beacon,61,34,-70,920,3,1,,,,,,,0,0
413,S1G Beacon,129,34,-69,920,3,1,,,,,,,0,0
415,S1G Beacon,61,34,-70,920,3,1,,,,,,,0,0
417,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
418,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
419,S1G Beacon,129,34,-69,920,3,1,,,,,,,0,0
420,QoS Data,134,34,-66,920,2,8,1,0,0,0,0,0,720,0
422,QoS Data,134,34,-72,920,2,8,0,0,0,0,0,0,720,0
424,QoS Data,115,34,-54,920,2,8,1,0,0,0,0,0,720,0
426,QoS Data,115,34,-51,920,2,8,1,0,1,0,0,0,720,0
429,QoS Data,112,34,-65,920,2,8,1,0,0,0,0,0,720,0
431,QoS Data,112,34,-71,920,2,8,0,0,0,0,0,0,720,0
433,S1G Beacon,61,34,-70,920,3,1,,,,,,,0,0
435,S1G Beacon,129,34,-70,920,3,1,,,,,,,0,0
438,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
447,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
452,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
454,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
455,QoS Data,132,34,-62,920,2,8,1,0,0,0,0,0,720,0
458,QoS Data,115,34,-54,920,2,8,1,0,0,0,0,0,720,0
460,RTS,54,34,-50,920,1,11,,,,0,0,0,2416,0
462,RTS,54,34,-50,920,1,11,,,,0,0,0,2416,0
464,QoS Data,115,34,-54,920,2,8,1,0,1,0,0,0,720,0
466,QoS Data,112,34,-64,920,2,8,1,0,0,0,0,0,720,0
470,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
471,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
473,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
474,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
475,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
476,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
478,QoS Data,134,34,-61,920,2,8,1,0,0,0,0,0,720,0
481,QoS Data,115,34,-54,920,2,8,1,0,0,0,0,0,720,0
485,QoS Data,112,34,-63,920,2,8,1,0,0,0,0,0,720,0
488,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
489,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
490,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
493,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
494,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
495,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
498,QoS Data,133,34,-62,920,2,8,1,0,0,0,0,0,720,0
501,QoS Data,115,34,-53,920,2,8,1,0,0,0,0,0,720,0
504,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
505,QoS Data,112,34,-64,920,2,8,1,0,0,0,0,0,720,0
506,QoS Data,112,34,-63,920,2,8,1,0,1,0,0,0,720,0
510,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
511,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
512,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
513,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
515,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
516,QoS Data,133,34,-71,920,2,8,1,0,0,0,0,0,720,0
519,QoS Data,115,34,-56,920,2,8,1,0,0,0,0,0,720,0
522,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
523,QoS Data,112,34,-65,920,2,8,1,0,0,0,0,0,720,0
526,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
528,S1G Beacon,61,34,-70,920,3,1,,,,,,,0,0
530,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
536,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
545,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
548,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
550,QoS Data,134,34,-60,920,2,8,1,0,0,0,0,0,720,0
553,QoS Data,115,34,-51,920,2,8,1,0,0,0,0,0,720,0
556,QoS Data,112,34,-59,920,2,8,1,0,0,0,0,0,720,0
558,QoS Data,112,34,-71,920,2,8,0,0,0,0,0,0,720,0
560,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
561,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
562,S1G Beacon,129,34,-70,920,3,1,,,,,,,0,0
564,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
565,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
566,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
567,QoS Data,133,34,-62,920,2,8,1,0,0,0,0,0,720,0
569,QoS Data,133,34,-73,920,2,8,0,0,1,0,0,0,720,0
571,QoS Data,115,34,-51,920,2,8,1,0,0,0,0,0,720,0
574,QoS Data,115,34,-51,920,2,8,1,0,1,0,0,0,720,0
575,QoS Data,112,34,-64,920,2,8,1,0,0,0,0,0,720,0
576,QoS Data,112,34,-61,920,2,8,1,0,1,0,0,0,720,0
578,QoS Data,112,34,-73,920,2,8,0,0,0,0,0,0,720,0
581,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
582,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
584,S1G Beacon,129,34,-70,920,3,1,,,,,,,0,0
585,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
588,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
589,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
590,QoS Data,132,34,-64,920,2,8,1,0,0,0,0,0,720,0
592,QoS Data,132,34,-74,920,2,8,0,0,0,0,0,0,720,0
594,QoS Data,115,34,-49,920,2,8,1,0,0,0,0,0,720,0
597,QoS Data,112,34,-61,920,2,8,1,0,0,0,0,0,720,0
598,QoS Data,112,34,-61,920,2,8,1,0,1,0,0,0,720,0
600,QoS Data,112,34,-70,920,2,8,0,0,0,0,0,0,720,0
601,QoS Data,112,34,-71,920,2,8,0,0,1,0,0,0,720,0
603,S1G Beacon,129,34,-69,920,3,1,,,,,,,0,0
604,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
606,S1G Beacon,129,34,-70,920,3,1,,,,,,,0,0
608,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
609,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
611,S1G Beacon,61,34,-70,920,3,1,,,,,,,0,0
612,QoS Data,133,34,-60,920,2,8,1,0,0,0,0,0,720,0
615,QoS Data,115,34,-51,920,2,8,1,0,0,0,0,0,720,0
618,RTS,54,34,-60,920,1,11,,,,0,0,0,2812,0
620,QoS Data,112,34,-59,920,2,8,1,0,1,0,0,0,720,0
622,QoS Data,112,34,-72,920,2,8,0,0,0,0,0,0,720,0
624,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
625,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
626,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
628,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
629,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
638,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
644,QoS Data,134,34,-60,920,2,8,1,0,0,0,0,0,720,0
646,QoS Data,134,34,-74,920,2,8,0,0,1,0,0,0,720,0
648,QoS Data,115,34,-51,920,2,8,1,0,0,0,0,0,720,0
651,QoS Data,115,34,-50,920,2,8,1,0,1,0,0,0,720,0
653,QoS Data,112,34,-62,920,2,8,1,0,0,0,0,0,720,0
656,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
658,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
659,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
660,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
661,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
663,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
664,QoS Data,133,34,-59,920,2,8,1,0,0,0,0,0,720,0
666,QoS Data,133,34,-72,920,2,8,0,0,0,0,0,0,720,0
668,QoS Data,115,34,-51,920,2,8,1,0,0,0,0,0,720,0
670,QoS Data,115,34,-50,920,2,8,1,0,1,0,0,0,720,0
672,RTS,54,34,-48,920,1,11,,,,0,0,0,2524,0
673,RTS,54,34,-47,920,1,11,,,,0,0,0,2524,0
675,RTS,54,34,-47,920,1,11,,,,0,0,0,2524,0
677,RTS,54,34,-48,920,1,11,,,,0,0,0,2524,0
679,QoS Data,115,34,-49,920,2,8,1,0,1,0,0,0,720,0
681,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
683,QoS Data,112,34,-59,920,2,8,1,0,0,0,0,0,720,0
684,QoS Data,112,34,-60,920,2,8,1,0,1,0,0,0,720,0
687,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
689,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
690,S1G Beacon,61,34,-77,920,3,1,,,,,,,0,0
692,S1G Beacon,61,34,-76,920,3,1,,,,,,,0,0
695,QoS Data,134,34,-57,920,2,8,1,0,0,0,0,0,720,0
698,QoS Data,115,34,-54,920,2,8,1,0,0,0,0,0,720,0
699,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
700,RTS,54,34,-50,920,1,11,,,,0,0,0,2416,0
702,QoS Data,115,34,-53,920,2,8,1,0,1,0,0,0,720,0
704,RTS,54,34,-50,920,1,11,,,,0,0,0,2416,0
706,QoS Data,115,34,-53,920,2,8,1,0,1,0,0,0,720,0
709,RTS,54,34,-50,920,1,11,,,,0,0,0,2668,0
711,QoS Data,115,34,-51,920,2,8,1,0,1,0,0,0,720,0
713,QoS Data,112,34,-57,920,2,8,1,0,0,0,0,0,720,0
716,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
717,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
718,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
720,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
721,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
722,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
723,QoS Data,134,34,-63,920,2,8,1,0,0,0,0,0,720,0
726,QoS Data,115,34,-51,920,2,8,1,0,0,0,0,0,720,0
729,QoS Data,112,34,-63,920,2,8,1,0,0,0,0,0,720,0
730,QoS Data,112,34,-63,920,2,8,1,0,1,0,0,0,720,0
734,S1G Beacon,61,34,-76,920,3,1,,,,,,,0,0
735,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
736,S1G Beacon,61,34,-77,920,3,1,,,,,,,0,0
737,S1G Beacon,129,34,-77,920,3,1,,,,,,,0,0
740,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
745,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
748,QoS Data,134,34,-62,920,2,8,1,0,0,0,0,0,720,0
751,QoS Data,115,34,-53,920,2,8,1,0,0,0,0,0,720,0
756,QoS Data,112,34,-62,920,2,8,1,0,0,0,0,0,720,0
764,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
767,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
769,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
770,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
771,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
773,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
774,QoS Data,134,34,-61,920,2,8,1,0,0,0,0,0,720,0
777,QoS Data,115,34,-54,920,2,8,1,0,0,0,0,0,720,0
780,QoS Data,112,34,-62,920,2,8,1,0,0,0,0,0,720,0
783,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
785,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
786,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
788,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
789,S1G Beacon,61,34,-76,920,3,1,,,,,,,0,0
791,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
792,QoS Data,133,34,-57,920,2,8,1,0,0,0,0,0,720,0
795,QoS Data,115,34,-54,920,2,8,1,0,0,0,0,0,720,0
800,S1G Beacon,61,34,-81,920,3,1,,,,,,,0,0
801,S1G Beacon,61,34,-79,920,3,1,,,,,,,0,0
802,S1G Beacon,129,34,-78,920,3,1,,,,,,,0,0
804,S1G Beacon,61,34,-82,920,3,1,,,,,,,0,0
805,S1G Beacon,129,34,-77,920,3,1,,,,,,,0,0
806,QoS Data,133,34,-62,920,2,8,1,0,0,0,0,0,720,0
809,QoS Data,115,34,-55,920,2,8,1,0,0,0,0,0,720,0
812,S1G Beacon,61,34,-77,920,3,1,,,,,,,0,0
813,QoS Data,112,34,-60,920,2,8,1,0,0,0,0,0,720,0
816,S1G Beacon,129,34,-77,920,3,1,,,,,,,0,0
818,S1G Beacon,61,34,-77,920,3,1,,,,,,,0,0
819,QoS Data,72,34,-60,920,2,8,1,0,0,0,0,0,720,0
821,S1G Beacon,129,34,-78,920,3,1,,,,,,,0,0
822,S1G Beacon,61,34,-77,920,3,1,,,,,,,0,0
823,S1G Beacon,129,34,-77,920,3,1,,,,,,,0,0
827,QoS Data,115,34,-53,920,2,8,1,0,0,0,0,0,720,0
830,S1G Beacon,61,34,-78,920,3,1,,,,,,,0,0
831,QoS Data,112,34,-68,920,2,8,1,0,0,0,0,0,720,0
840,S1G Beacon,129,34,-80,920,3,1,,,,,,,0,0
846,S1G Beacon,61,34,-82,920,3,1,,,,,,,0,0
847,S1G Beacon,129,34,-78,920,3,1,,,,,,,0,0
849,S1G Beacon,61,34,-81,920,3,1,,,,,,,0,0
850,S1G Beacon,61,34,-81,920,3,1,,,,,,,0,0
851,QoS Data,133,34,-72,920,2,8,1,0,0,0,0,0,720,0
854,QoS Data,115,34,-55,920,2,8,1,0,0,0,0,0,720,0
860,S1G Beacon,129,34,-80,920,3,1,,,,,,,0,0
862,S1G Beacon,129,34,-81,920,3,1,,,,,,,0,0
865,S1G Beacon,61,34,-78,920,3,1,,,,,,,0,0
867,S1G Beacon,129,34,-80,920,3,1,,,,,,,0,0
868,S1G Beacon,61,34,-81,920,3,1,,,,,,,0,0
870,QoS Data,115,34,-53,920,2,8,1,0,0,0,0,0,720,0
873,QoS Data,115,34,-53,920,2,8,1,0,1,0,0,0,720,0
875,QoS Data,112,34,-69,920,2,8,1,0,0,0,0,0,720,0
876,RTS,54,34,-66,920,1,11,,,,0,0,0,2720,0
877,RTS,54,34,-62,920,1,11,,,,0,0,0,2720,0
879,QoS Data,112,34,-66,920,2,8,1,0,1,0,0,0,720,0
882,S1G Beacon,129,34,-79,920,3,1,,,,,,,0,0
884,S1G Beacon,61,34,-78,920,3,1,,,,,,,0,0
886,S1G Beacon,129,34,-78,920,3,1,,,,,,,0,0
887,S1G Beacon,61,34,-77,920,3,1,,,,,,,0,0
